tweet_id,created_at,text,county_fips,is_retweet,user_type
126,2020-10-21 18:40:25-0500,vaccine is working well,17161,false,person
127,2020-03-06 09:46:46-0800,finally recovered from covid,55077,false,bot
128,2020-12-15 00:17:52-0500,"cases are dropping, great news!",20011,false,person
129,2020-10-02T01:21:15-0800,"cases are dropping, great news!",37083,false,organization
130,2020-08-02T06:52:43Z,"cases are dropping, great news!",31067,false,person
131,2020-07-07T21:10:32Z,vaccine is working well,17113,false,bot
132,2020-06-21T16:25:57Z,finally recovered from covid,51770,false,person
133,2020-11-26T07:46:37Z,vaccine is working well,13147,false,person
134,2020-12-27T13:51:25Z,vaccine is working well,22015,false,person
135,2020-11-11 03:58:14,this pandemic will never end,48251,false,person
136,2020-04-29T12:18:44Z,"hospital is full, very sad.",47027,true,person
137,2020-09-23 10:35:30+0700,wearing masks is important,18135,false,bot
138,2020-11-26 17:06:40,"cases are dropping, great news!",13127,true,bot
139,2020-04-01 17:39:15+0700,i hate lockdown,31151,true,bot
140,2020-12-04T17:15:09+0700,wearing masks is important,51101,false,person
141,2020-06-12T10:25:25Z,i hate lockdown,17161,false,organization
142,2020-07-05T07:55:27+0000,finally recovered from covid,51037,false,person
143,2020-04-07 06:26:38+0000,i hate lockdown,1059,false,person
144,2020-11-18T06:23:39Z,finally recovered from covid,8069,true,person
145,2020-07-05T20:35:33Z,i hate lockdown,20121,true,person
146,2020-04-02T06:56:18Z,"hospital is full, very sad.",17113,false,person
147,2020-08-28T08:37:43-0500,wearing masks is important,55137,false,organization
148,2020-04-21 14:08:20+0000,"cases are dropping, great news!",56019,false,person
149,2020-12-17T03:42:34+0000,this pandemic will never end,8033,false,bot
150,2020-03-16T21:36:17Z,i hate lockdown,5003,false,bot
151,2020-03-17 23:15:58+0000,"hospital is full, very sad.",13317,false,person
152,2020-06-20T10:36:51+0000,wearing masks is important,55077,false,person
153,2020-07-17T16:44:54Z,"hospital is full, very sad.",31067,false,person
154,2020-09-25T08:23:48-0500,vaccine is working well,31083,false,organization
155,2020-06-11T17:30:45-0800,covid is getting worse here,13127,true,person
156,2020-03-10T19:01:31-0800,"cases are dropping, great news!",51037,false,bot
157,2020-05-03T11:40:24Z,wearing masks is important,27085,false,person
158,2020-12-12T06:07:17+0700,"hospital is full, very sad.",12007,false,bot
159,2020-07-01T14:13:38+0700,finally recovered from covid,51037,false,organization
160,2020-03-12T21:45:57Z,"hospital is full, very sad.",17175,false,person
161,2020-05-11 18:20:36-0800,wearing masks is important,51810,false,person
162,2020-06-16T23:38:05Z,covid is getting worse here,20121,false,person
163,2020-09-10 09:07:19,"hospital is full, very sad.",47075,true,person
164,2020-07-07 07:26:21-0800,finally recovered from covid,27085,false,person
165,2020-05-03 21:52:15+0700,"hospital is full, very sad.",20011,true,person
166,2020-12-10 22:39:01,vaccine is working well,28161,true,organization
167,2020-03-26T12:26:22-0500,wearing masks is important,31151,false,organization
168,2020-07-23T15:26:43Z,"hospital is full, very sad.",13149,false,bot
169,2020-03-11T13:10:06-0800,covid is getting worse here,5009,false,bot
170,2020-03-08T23:53:37-0800,wearing masks is important,48251,false,person
171,2020-07-15T04:34:06Z,"cases are dropping, great news!",53061,false,organization
172,2020-06-21 08:52:12-0800,"cases are dropping, great news!",42035,false,bot
173,2020-03-24T09:43:53Z,covid is getting worse here,51530,false,person
174,2020-12-15T11:40:35Z,covid is getting worse here,26137,false,organization
175,2020-05-10T07:59:44+0700,finally recovered from covid,5009,false,person
176,2020-05-15 16:04:46,"hospital is full, very sad.",48305,false,person
177,2020-08-12 15:57:03-0800,finally recovered from covid,19119,false,bot
178,2020-11-29T06:14:05Z,"cases are dropping, great news!",47135,true,organization
179,2020-08-27 13:42:43-0800,finally recovered from covid,13147,false,person
180,2020-06-16 06:53:35+0700,vaccine is working well,55137,false,person
181,2020-07-12T14:27:30+0000,finally recovered from covid,8033,true,person
182,2020-06-04T06:15:52Z,finally recovered from covid,13271,false,bot
183,2020-05-15T08:14:12Z,finally recovered from covid,19119,false,organization
184,2020-12-27T12:59:47+0700,finally recovered from covid,48323,true,bot
185,2020-11-19T01:07:29Z,i hate lockdown,47027,false,person
186,2020-08-02 04:48:31,finally recovered from covid,55077,true,bot
187,2020-10-03T23:30:02+0700,"cases are dropping, great news!",28079,false,person
188,2020-06-26 22:49:15,wearing masks is important,47017,false,bot
189,2020-11-14 10:51:57,finally recovered from covid,51530,false,person
190,2020-05-15 20:08:57,i hate lockdown,12127,false,person
191,2020-12-03T16:09:15Z,"cases are dropping, great news!",27165,true,person
192,2020-10-10T04:30:01Z,"cases are dropping, great news!",36009,false,bot
193,2020-07-06T03:59:45Z,vaccine is working well,27165,false,person
194,2020-04-09T12:39:40Z,finally recovered from covid,4007,false,bot
195,2020-11-10 04:17:58+0000,"cases are dropping, great news!",48323,true,organization
196,2020-10-13 18:46:42,this pandemic will never end,47165,false,bot
197,2020-08-13 03:29:03+0000,"hospital is full, very sad.",13271,false,organization
198,2020-06-15 17:52:35+0700,covid is getting worse here,37053,true,organization
199,2020-12-20T20:29:48Z,this pandemic will never end,18135,false,person
200,2020-05-12T12:39:03+0700,finally recovered from covid,13127,false,organization
201,2020-03-23 01:26:54-0800,"hospital is full, very sad.",46047,false,organization
202,2020-07-23 14:18:26,vaccine is working well,48179,false,person
203,2020-09-19T19:24:02+0000,wearing masks is important,46047,false,bot
204,2020-05-14 12:51:41-0800,"hospital is full, very sad.",27007,false,person
205,2020-05-06 17:02:26,wearing masks is important,13137,false,organization
206,2020-05-13 16:11:24,finally recovered from covid,28079,false,person
207,2020-12-29T23:22:14+0700,this pandemic will never end,22015,false,bot
208,2020-06-29T19:00:00Z,covid is getting worse here,51113,false,bot
209,2020-03-04 02:53:08+0000,i hate lockdown,51187,false,person
210,2020-10-12 08:30:28-0500,wearing masks is important,19119,false,person
211,2020-11-13 22:21:26+0700,this pandemic will never end,20011,false,organization
212,2020-03-24 09:14:30-0500,finally recovered from covid,51037,false,bot
213,2020-11-25 16:09:00,wearing masks is important,13161,false,person
214,2020-11-15T08:32:47+0700,finally recovered from covid,13253,false,bot
215,2020-05-08 14:57:52,this pandemic will never end,29203,false,person
216,2020-12-11T10:06:21Z,finally recovered from covid,20121,true,bot
217,2020-12-25 15:36:22+0700,vaccine is working well,47153,false,bot
218,2020-11-02T13:21:57+0000,vaccine is working well,13303,false,bot
219,2020-12-18 20:02:27,vaccine is working well,51530,false,bot
220,2020-10-05 00:03:26+0700,this pandemic will never end,51187,false,bot
221,2020-11-03 02:55:55-0800,wearing masks is important,31097,false,person
222,2020-11-23 18:18:53+0700,finally recovered from covid,22055,false,organization
223,2020-10-31 20:11:41-0800,this pandemic will never end,4007,false,person
224,2020-05-01T07:47:10Z,this pandemic will never end,36097,false,person
225,2020-04-30 02:50:56,wearing masks is important,47027,true,person
226,2020-06-27T21:01:40Z,i hate lockdown,28079,false,person
227,2020-07-03 07:02:44+0000,wearing masks is important,51530,false,person
228,2020-03-02T00:22:51Z,covid is getting worse here,22015,false,person
229,2020-08-29T09:50:34Z,covid is getting worse here,47075,false,organization
230,2020-05-22T17:41:51Z,i hate lockdown,37191,true,organization
231,2020-11-03 05:12:18,"cases are dropping, great news!",28105,false,bot
232,2020-08-04 01:32:42,finally recovered from covid,37127,false,person
233,2020-09-28 21:50:45+0000,vaccine is working well,13271,false,person
234,2020-03-14T03:27:22Z,i hate lockdown,46047,true,organization
235,2020-09-21T10:16:53Z,covid is getting worse here,36097,false,person
236,2020-08-04 08:25:38-0800,finally recovered from covid,28161,false,person
237,2020-05-25 01:06:31-0500,finally recovered from covid,27165,true,person
238,2020-09-02T05:59:19-0500,vaccine is working well,31097,false,person
239,2020-09-14T12:51:23-0800,i hate lockdown,48119,true,organization
240,2020-11-13 04:06:37,"cases are dropping, great news!",47003,true,organization
241,2020-09-22T13:43:43Z,i hate lockdown,19119,false,organization
242,2020-12-21T00:52:06+0000,covid is getting worse here,6003,true,person
243,2020-12-30 09:50:48+0700,"hospital is full, very sad.",48179,false,bot
244,2020-12-05 09:10:56,vaccine is working well,17031,true,person
245,2020-04-22T02:11:04Z,covid is getting worse here,37177,false,bot
246,2020-09-04T16:58:19Z,this pandemic will never end,31067,false,bot
247,2020-03-25 20:36:01,"cases are dropping, great news!",12007,true,bot
248,2020-04-22 21:38:12+0000,vaccine is working well,17161,true,person
249,2020-09-04 22:38:48-0500,vaccine is working well,37083,false,bot
250,2020-06-27T03:04:43Z,"cases are dropping, great news!",31107,false,bot
251,2020-03-25T11:26:42-0800,this pandemic will never end,27085,true,bot
252,2020-11-08T00:11:51+0000,vaccine is working well,8061,false,bot
253,2020-03-29T22:44:39Z,finally recovered from covid,48251,false,organization
254,2020-08-30T17:04:42-0800,"cases are dropping, great news!",12007,true,person
255,2020-07-14T07:44:24Z,"hospital is full, very sad.",48305,true,person
256,2020-07-09 09:41:39-0500,wearing masks is important,18059,false,organization
257,2020-11-30T09:59:19Z,"hospital is full, very sad.",1059,true,bot
258,2020-09-08T18:16:08-0800,this pandemic will never end,8061,false,person
259,2020-06-05T18:54:22Z,"cases are dropping, great news!",13149,false,bot
260,2020-07-21T19:04:49-0800,covid is getting worse here,36097,true,person
261,2020-09-08 21:40:36+0000,covid is getting worse here,37177,false,person
262,2020-06-23 03:39:42+0700,this pandemic will never end,47153,false,bot
263,2020-12-21 05:41:53,"hospital is full, very sad.",46047,false,person
264,2020-04-19 15:05:14,"hospital is full, very sad.",51113,false,person
265,2020-06-14 17:50:05+0700,wearing masks is important,18135,false,person
266,2020-04-01T20:51:33-0500,covid is getting worse here,56023,false,person
267,2020-10-13T08:33:51+0000,finally recovered from covid,46047,false,bot
268,2020-08-16T20:44:18Z,wearing masks is important,19095,false,organization
269,2020-10-20 13:56:20-0500,wearing masks is important,53061,false,person
270,2020-10-25T15:49:54Z,finally recovered from covid,20121,false,person
271,2020-12-26T02:46:37+0700,this pandemic will never end,51101,true,person
272,2020-03-27T15:53:48Z,vaccine is working well,12007,true,bot
273,2020-07-11T13:50:16Z,wearing masks is important,8061,false,bot
274,2020-05-05T09:25:22Z,finally recovered from covid,37059,false,person
275,2020-07-29 12:37:04,covid is getting worse here,6003,true,organization
276,2020-12-14 12:43:58,"hospital is full, very sad.",13127,false,bot
277,2020-10-04 23:24:23,vaccine is working well,13149,true,person
278,2020-10-19 13:43:53,"cases are dropping, great news!",36009,false,person
279,2020-03-17T12:21:00+0700,this pandemic will never end,8103,false,person
280,2020-06-07T06:25:43Z,"cases are dropping, great news!",47003,true,bot
281,2020-03-05T19:20:46Z,finally recovered from covid,21225,false,bot
282,2020-09-11 07:47:24-0500,finally recovered from covid,36009,false,bot
283,2020-07-29T05:42:33Z,"cases are dropping, great news!",21213,true,person
284,2020-03-31T06:41:01+0700,covid is getting worse here,31151,false,organization
285,2020-07-08 20:37:13,finally recovered from covid,29203,false,person
286,2020-06-08 08:32:32-0800,"hospital is full, very sad.",6003,true,person
287,2020-06-17T08:28:41Z,this pandemic will never end,28161,false,bot
288,2020-05-20 16:11:35,i hate lockdown,6003,false,person
289,2020-12-15 03:47:33,finally recovered from covid,55137,false,bot
290,2020-04-24T00:15:54+0700,vaccine is working well,46047,false,person
291,2020-04-25 11:36:40-0800,this pandemic will never end,47027,false,bot
292,2020-08-10 10:46:03-0500,"hospital is full, very sad.",20121,false,organization
293,2020-03-06T09:11:48-0500,finally recovered from covid,37177,false,person
294,2020-09-28T02:00:03Z,this pandemic will never end,55137,false,person
295,2020-06-26T03:07:23+0000,"cases are dropping, great news!",37109,true,person
296,2020-10-23 12:48:07,this pandemic will never end,17161,false,organization
297,2020-10-09 14:25:28,finally recovered from covid,36009,true,person
298,2020-06-01 16:11:57,vaccine is working well,37127,true,person
299,2020-03-15T23:22:21Z,covid is getting worse here,8061,true,person
300,2020-12-19T01:26:56-0800,"cases are dropping, great news!",37191,true,person
301,2020-12-01T22:41:54+0000,vaccine is working well,37109,true,bot
302,2020-03-28T07:02:47Z,vaccine is working well,28105,false,person
303,2020-07-27 12:21:48,vaccine is working well,51037,false,bot
304,2020-09-07 17:02:30,wearing masks is important,13161,true,organization
305,2020-08-02T06:03:04-0500,"hospital is full, very sad.",13147,false,bot
306,2020-04-22 03:56:41+0000,wearing masks is important,51530,false,organization
307,2020-03-06T00:30:08-0800,"cases are dropping, great news!",22055,false,bot
308,2020-03-18 03:54:21,finally recovered from covid,13145,false,person
309,2020-12-01T13:03:43Z,"hospital is full, very sad.",2230,false,person
310,2020-07-27T16:50:08Z,"hospital is full, very sad.",47075,false,bot
311,2020-04-11T23:42:02-0800,"hospital is full, very sad.",13253,true,bot
312,2020-10-03 23:56:20,covid is getting worse here,13145,false,person
313,2020-10-15T00:52:31-0500,"cases are dropping, great news!",26137,true,person
314,2020-05-22 01:39:11,i hate lockdown,6003,false,organization
315,2020-10-21 10:34:00,i hate lockdown,13253,false,bot
316,2020-06-11T13:02:27+0000,"hospital is full, very sad.",6003,false,bot
317,2020-03-15T09:59:20Z,finally recovered from covid,51187,false,organization
318,2020-10-09 13:36:43,finally recovered from covid,22055,false,organization
319,2020-04-28T03:27:28Z,"hospital is full, very sad.",48071,false,person
320,2020-07-10T22:30:58Z,i hate lockdown,13317,false,bot
321,2020-03-24T01:25:04Z,covid is getting worse here,31151,false,organization
322,2020-12-26T14:50:24-0500,covid is getting worse here,31083,false,person
323,2020-07-17 08:16:51,"hospital is full, very sad.",28161,false,organization
324,2020-06-19 01:39:27+0700,vaccine is working well,13147,false,person
325,2020-07-13 05:34:43+0700,i hate lockdown,5141,false,person
326,2020-03-15T12:18:34Z,covid is getting worse here,13145,false,person
327,2020-04-18 10:31:06+0000,finally recovered from covid,2230,true,organization
328,2020-10-22 12:36:24,vaccine is working well,27003,false,organization
329,2020-09-25 03:02:51,this pandemic will never end,31083,false,bot
330,2020-12-15 22:21:05-0500,finally recovered from covid,31067,false,bot
331,2020-04-02 17:18:24,wearing masks is important,51530,false,person
332,2020-03-02 00:32:48,covid is getting worse here,13161,false,organization
333,2020-03-19 00:12:49+0700,covid is getting worse here,30003,false,bot
334,2020-06-25T12:03:48+0700,i hate lockdown,47153,true,person
335,2020-10-28 13:53:47,"cases are dropping, great news!",51101,true,bot
336,2020-11-05 20:05:52-0500,covid is getting worse here,31105,false,person
337,2020-04-11T04:01:00Z,finally recovered from covid,31067,false,bot
338,2020-09-19 19:46:04,"cases are dropping, great news!",18059,false,person
339,2020-07-19 15:23:36-0800,"hospital is full, very sad.",8033,false,person
340,2020-06-02T02:53:05+0700,wearing masks is important,1059,true,person
341,2020-07-15T05:38:48Z,this pandemic will never end,17175,true,organization
342,2020-06-18 10:29:50+0700,wearing masks is important,48071,false,person
343,2020-05-17T15:51:59-0500,vaccine is working well,12007,true,organization
344,2020-07-15 18:23:30,vaccine is working well,27003,true,person
345,2020-12-13T22:44:38+0000,i hate lockdown,48305,false,organization
346,2020-07-21 23:09:57,"hospital is full, very sad.",5141,true,person
347,2020-04-02 14:39:42,"cases are dropping, great news!",37191,false,organization
348,2020-09-19T11:44:34-0500,vaccine is working well,8103,true,person
349,2020-12-06 08:24:03-0500,wearing masks is important,13127,false,organization
350,2020-08-01 23:32:44,"cases are dropping, great news!",48251,false,organization
351,2020-05-16 18:52:52,finally recovered from covid,31097,false,person
352,2020-05-24T10:04:23-0500,"hospital is full, very sad.",8103,true,person
353,2020-06-04 02:49:51+0700,vaccine is working well,22055,false,person
354,2020-05-03 22:51:31-0500,vaccine is working well,55077,true,organization
355,2020-06-19T18:35:19Z,covid is getting worse here,37177,true,person
356,2020-05-27T22:31:30-0800,wearing masks is important,2230,false,bot
357,2020-12-29 07:23:58+0700,covid is getting worse here,8103,false,person
358,2020-12-22T04:44:35Z,this pandemic will never end,22055,false,bot
359,2020-08-17T15:16:52+0000,"hospital is full, very sad.",21225,true,person
360,2020-07-20T04:09:43Z,vaccine is working well,31067,false,person
361,2020-07-19 18:22:38+0700,wearing masks is important,47003,false,person
362,2020-10-09 18:27:12+0700,wearing masks is important,13127,false,bot
363,2020-04-13T22:10:30+0000,i hate lockdown,47075,false,person
364,2020-08-29 03:54:30-0500,finally recovered from covid,8055,false,bot
365,2020-11-23T13:00:43+0700,"hospital is full, very sad.",51187,false,bot
366,2020-04-15T21:29:12+0000,"cases are dropping, great news!",17113,true,person
367,2020-03-01T21:54:48Z,i hate lockdown,47135,true,organization
368,2020-06-18 09:36:29,finally recovered from covid,51810,false,person
369,2020-08-15T05:33:53-0500,wearing masks is important,13137,false,person
370,2020-06-28T12:45:31Z,vaccine is working well,55137,true,organization
371,2020-09-18T06:58:28Z,this pandemic will never end,42035,false,organization
372,2020-08-21T02:41:13-0800,wearing masks is important,72041,false,organization
373,2020-05-22 02:18:18,this pandemic will never end,47017,false,person
374,2020-03-12 16:47:09,this pandemic will never end,31083,false,organization
375,2020-05-01 14:16:40+0000,vaccine is working well,13303,false,person
376,2020-09-06 08:40:39,this pandemic will never end,1059,true,organization
377,2020-05-08T22:19:16Z,"cases are dropping, great news!",41061,false,bot
378,2020-11-06 17:06:34-0800,vaccine is working well,48305,true,organization
379,2020-10-16T02:09:44Z,finally recovered from covid,36097,false,person
380,2020-10-08T05:28:42-0800,i hate lockdown,21213,false,person
381,2020-05-11 11:17:31,this pandemic will never end,13271,false,organization
382,2020-10-06T03:59:07-0500,vaccine is working well,51037,false,person
383,2020-05-08 18:36:45,vaccine is working well,47135,false,person
384,2020-06-21 23:48:57-0800,i hate lockdown,51113,false,bot
385,2020-09-12T08:18:38+0700,wearing masks is important,17031,false,person
386,2020-09-28T17:42:57-0500,this pandemic will never end,17175,false,person
387,2020-10-08 07:43:25+0000,wearing masks is important,47075,true,bot
388,2020-06-19 17:55:12+0000,"cases are dropping, great news!",51810,false,bot
389,2020-12-01T01:00:59Z,finally recovered from covid,47153,false,organization
390,2020-07-04T05:53:03-0800,finally recovered from covid,41061,false,organization
391,2020-08-02 10:59:00,wearing masks is important,37191,false,person
392,2020-07-30T18:43:42Z,"hospital is full, very sad.",48071,true,person
393,2020-05-27 14:33:29+0700,i hate lockdown,20121,false,bot
394,2020-05-20T21:13:58-0800,this pandemic will never end,28105,false,bot
395,2020-04-08 01:54:44,i hate lockdown,20121,false,person
396,2020-05-09T04:24:29+0000,vaccine is working well,17161,false,bot
397,2020-07-19 04:14:35-0800,finally recovered from covid,47017,false,bot
398,2020-03-25 09:10:59,finally recovered from covid,48119,false,person
399,2020-04-20 03:29:20+0700,covid is getting worse here,48071,false,person
400,2020-11-05 23:56:10+0700,finally recovered from covid,51187,false,bot
401,2020-07-31 04:15:14,vaccine is working well,2230,false,bot
402,2020-05-31T10:21:34-0800,finally recovered from covid,47017,false,organization
403,2020-09-22T07:38:42+0000,wearing masks is important,8103,true,person
404,2020-04-01T09:22:41+0700,finally recovered from covid,31083,false,bot
405,2020-07-09T09:02:51+0000,finally recovered from covid,5003,false,bot
406,2020-10-18T06:36:46+0700,this pandemic will never end,47165,false,person
407,2020-11-04 22:33:31,i hate lockdown,22055,false,bot
408,2020-11-04 15:54:37-0800,"cases are dropping, great news!",56019,false,person
409,2020-06-17 12:31:08-0800,covid is getting worse here,8069,false,bot
410,2020-12-08T04:38:10Z,"hospital is full, very sad.",37127,false,organization
