tweet_id,created_at,text,county_fips,is_retweet,user_type,date,sentiment_score
56,2020-09-03 23:54:30+00:00,"hospital is full, very sad.",08099,False,person,2020-09-03,-0.5256
58,2020-10-01 21:10:31+00:00,covid is getting worse here,51183,False,person,2020-10-01,-0.4767
59,2020-03-21 09:28:04+00:00,this pandemic will never end,37177,False,person,2020-03-21,0.0
61,2020-03-10 18:26:25+00:00,"hospital is full, very sad.",08033,False,person,2020-03-10,-0.5256
66,2020-04-10 18:32:23+00:00,"hospital is full, very sad.",56019,False,person,2020-04-10,-0.5256
68,2020-10-24 11:33:15+00:00,i hate lockdown,55067,False,person,2020-10-24,-0.5719
69,2020-09-05 04:23:17+00:00,covid is getting worse here,27093,False,person,2020-09-05,-0.4767
74,2020-03-30 06:16:07+00:00,finally recovered from covid,53013,False,person,2020-03-30,0.0
78,2020-07-10 21:54:32+00:00,"cases are dropping, great news!",47017,False,person,2020-07-10,0.6588
80,2020-09-24 16:16:25+00:00,"cases are dropping, great news!",55121,False,person,2020-09-24,0.6588
85,2020-10-11 10:40:33+00:00,wearing masks is important,48053,False,person,2020-10-11,0.2023
88,2020-11-15 03:38:22+00:00,this pandemic will never end,21205,False,person,2020-11-15,0.0
89,2020-08-25 08:54:51+00:00,this pandemic will never end,29139,False,person,2020-08-25,0.0
93,2020-12-01 11:26:24+00:00,this pandemic will never end,48187,False,person,2020-12-01,0.0
94,2020-09-01 01:29:57+00:00,this pandemic will never end,02070,False,person,2020-09-01,0.0
101,2020-11-17 00:44:44+00:00,"cases are dropping, great news!",48319,False,person,2020-11-17,0.6588
103,2020-03-28 02:09:00+00:00,i hate lockdown,55067,False,person,2020-03-28,-0.5719
105,2020-10-23 13:23:02+00:00,covid is getting worse here,55067,False,person,2020-10-23,-0.4767
115,2020-11-10 15:25:26+00:00,wearing masks is important,06097,False,person,2020-11-10,0.2023
118,2020-11-16 03:48:18+00:00,vaccine is working well,30105,False,person,2020-11-16,0.2732
119,2020-05-07 07:17:32+00:00,"hospital is full, very sad.",29121,False,person,2020-05-07,-0.5256
121,2020-11-06 17:49:21+00:00,wearing masks is important,08099,False,person,2020-11-06,0.2023
125,2020-04-15 22:42:05+00:00,finally recovered from covid,28051,False,person,2020-04-15,0.0
126,2020-05-07 06:31:18+00:00,"hospital is full, very sad.",19189,False,person,2020-05-07,-0.5256
130,2020-06-28 11:04:16+00:00,"hospital is full, very sad.",48277,False,person,2020-06-28,-0.5256
142,2020-05-10 10:19:59+00:00,i hate lockdown,32001,False,person,2020-05-10,-0.5719
143,2020-12-20 15:43:13+00:00,vaccine is working well,01121,False,person,2020-12-20,0.2732
144,2020-07-27 02:49:14+00:00,covid is getting worse here,51830,False,person,2020-07-27,-0.4767
146,2020-11-18 00:53:20+00:00,wearing masks is important,20117,False,person,2020-11-18,0.2023
151,2020-09-30 13:50:35+00:00,covid is getting worse here,19183,False,person,2020-09-30,-0.4767
154,2020-10-11 10:05:04+00:00,wearing masks is important,41065,False,person,2020-10-11,0.2023
156,2020-12-07 23:15:24+00:00,covid is getting worse here,46091,False,person,2020-12-07,-0.4767
157,2020-08-08 01:07:17+00:00,finally recovered from covid,09001,False,person,2020-08-08,0.0
161,2020-04-30 02:42:22+00:00,i hate lockdown,20051,False,person,2020-04-30,-0.5719
162,2020-03-23 11:32:26+00:00,covid is getting worse here,37177,False,person,2020-03-23,-0.4767
165,2020-05-23 18:30:02+00:00,this pandemic will never end,29095,False,person,2020-05-23,0.0
166,2020-12-11 21:19:18+00:00,finally recovered from covid,08093,False,person,2020-12-11,0.0
167,2020-12-28 03:02:57+00:00,this pandemic will never end,48187,False,person,2020-12-28,0.0
168,2020-10-25 11:04:18+00:00,vaccine is working well,18015,False,person,2020-10-25,0.2732
173,2020-04-03 05:17:19+00:00,i hate lockdown,06097,False,person,2020-04-03,-0.5719
178,2020-06-13 08:15:40+00:00,finally recovered from covid,22089,False,person,2020-06-13,0.0
179,2020-12-29 08:40:13+00:00,wearing masks is important,47115,False,person,2020-12-29,0.2023
182,2020-04-03 11:57:26+00:00,covid is getting worse here,20049,False,person,2020-04-03,-0.4767
191,2020-04-05 23:20:02+00:00,"hospital is full, very sad.",19189,False,person,2020-04-05,-0.5256
192,2020-03-23 08:08:55+00:00,i hate lockdown,32015,False,person,2020-03-23,-0.5719
194,2020-03-19 10:46:10+00:00,covid is getting worse here,01049,False,person,2020-03-19,-0.4767
195,2020-03-27 15:24:09+00:00,wearing masks is important,21205,False,person,2020-03-27,0.2023
198,2020-05-31 23:51:55+00:00,vaccine is working well,51830,False,person,2020-05-31,0.2732
201,2020-10-26 20:33:42+00:00,"hospital is full, very sad.",37177,False,person,2020-10-26,-0.5256
208,2020-04-09 14:33:48+00:00,wearing masks is important,29121,False,person,2020-04-09,0.2023
209,2020-03-26 22:38:14+00:00,"hospital is full, very sad.",53045,False,person,2020-03-26,-0.5256
210,2020-07-31 03:55:07+00:00,wearing masks is important,53015,False,person,2020-07-31,0.2023
211,2020-06-24 23:35:28+00:00,i hate lockdown,56045,False,person,2020-06-24,-0.5719
212,2020-06-30 10:25:47+00:00,finally recovered from covid,47065,False,person,2020-06-30,0.0
213,2020-07-11 13:26:42+00:00,finally recovered from covid,30105,False,person,2020-07-11,0.0
214,2020-08-24 19:13:52+00:00,vaccine is working well,34029,False,person,2020-08-24,0.2732
221,2020-06-01 20:38:21+00:00,"hospital is full, very sad.",37127,False,person,2020-06-01,-0.5256
222,2020-12-23 12:48:35+00:00,wearing masks is important,13005,False,person,2020-12-23,0.2023
223,2020-06-11 05:30:59+00:00,i hate lockdown,29115,False,person,2020-06-11,-0.5719
226,2020-11-26 02:33:38+00:00,vaccine is working well,02105,False,person,2020-11-26,0.2732
230,2020-03-14 11:11:12+00:00,i hate lockdown,53045,False,person,2020-03-14,-0.5719
233,2020-12-13 00:57:36+00:00,i hate lockdown,01121,False,person,2020-12-13,-0.5719
234,2020-10-03 02:01:22+00:00,finally recovered from covid,22121,False,person,2020-10-03,0.0
238,2020-07-23 01:46:40+00:00,wearing masks is important,27093,False,person,2020-07-23,0.2023
241,2020-03-09 04:33:36+00:00,this pandemic will never end,37177,False,person,2020-03-09,0.0
245,2020-11-29 10:49:05+00:00,"hospital is full, very sad.",02105,False,person,2020-11-29,-0.5256
249,2020-11-15 16:35:11+00:00,wearing masks is important,29115,False,person,2020-11-15,0.2023
253,2020-09-22 08:44:38+00:00,wearing masks is important,20015,False,person,2020-09-22,0.2023
256,2020-11-02 12:26:51+00:00,i hate lockdown,45057,False,person,2020-11-02,-0.5719
258,2020-07-18 20:57:26+00:00,"hospital is full, very sad.",20117,False,person,2020-07-18,-0.5256
265,2020-05-29 21:22:01+00:00,vaccine is working well,50015,False,person,2020-05-29,0.2732
268,2020-04-07 07:55:41+00:00,"hospital is full, very sad.",29139,False,person,2020-04-07,-0.5256
269,2020-08-15 06:22:29+00:00,vaccine is working well,51830,False,person,2020-08-15,0.2732
271,2020-06-03 10:18:08+00:00,wearing masks is important,19183,False,person,2020-06-03,0.2023
273,2020-05-19 15:30:19+00:00,vaccine is working well,01049,False,person,2020-05-19,0.2732
274,2020-06-16 02:54:54+00:00,covid is getting worse here,47065,False,person,2020-06-16,-0.4767
275,2020-09-23 01:14:46+00:00,finally recovered from covid,47115,False,person,2020-09-23,0.0
276,2020-05-22 21:37:13+00:00,i hate lockdown,29121,False,person,2020-05-22,-0.5719
277,2020-07-25 00:02:26+00:00,finally recovered from covid,45057,False,person,2020-07-25,0.0
278,2020-11-02 01:03:08+00:00,i hate lockdown,53045,False,person,2020-11-02,-0.5719
280,2020-06-17 08:29:36+00:00,vaccine is working well,55139,False,person,2020-06-17,0.2732
281,2020-03-31 13:58:39+00:00,covid is getting worse here,48319,False,person,2020-03-31,-0.4767
284,2020-03-09 10:58:31+00:00,"hospital is full, very sad.",42015,False,person,2020-03-09,-0.5256
285,2020-07-30 13:42:03+00:00,finally recovered from covid,20131,False,person,2020-07-30,0.0
287,2020-07-25 08:31:17+00:00,finally recovered from covid,22121,False,person,2020-07-25,0.0
288,2020-08-23 09:59:21+00:00,finally recovered from covid,13005,False,person,2020-08-23,0.0
289,2020-04-06 15:29:56+00:00,"cases are dropping, great news!",20117,False,person,2020-04-06,0.6588
295,2020-09-10 15:34:13+00:00,covid is getting worse here,20199,False,person,2020-09-10,-0.4767
298,2020-09-14 05:13:30+00:00,wearing masks is important,01121,False,person,2020-09-14,0.2023
301,2020-06-06 02:22:15+00:00,vaccine is working well,35005,False,person,2020-06-06,0.2732
302,2020-03-10 11:44:38+00:00,i hate lockdown,37127,False,person,2020-03-10,-0.5719
308,2020-03-18 10:54:09+00:00,vaccine is working well,20051,False,person,2020-03-18,0.2732
309,2020-03-14 15:35:37+00:00,covid is getting worse here,01019,False,person,2020-03-14,-0.4767
310,2020-03-26 01:10:49+00:00,vaccine is working well,39111,False,person,2020-03-26,0.2732
311,2020-09-20 16:50:56+00:00,this pandemic will never end,20131,False,person,2020-09-20,0.0
312,2020-07-23 12:44:25+00:00,i hate lockdown,32001,False,person,2020-07-23,-0.5719
315,2020-07-27 05:43:18+00:00,vaccine is working well,02105,False,person,2020-07-27,0.2732
323,2020-03-30 18:39:38+00:00,i hate lockdown,13005,False,person,2020-03-30,-0.5719
324,2020-12-03 23:42:18+00:00,this pandemic will never end,20131,False,person,2020-12-03,0.0
327,2020-10-09 20:13:33+00:00,"hospital is full, very sad.",56033,False,person,2020-10-09,-0.5256
328,2020-12-25 08:55:08+00:00,covid is getting worse here,19151,False,person,2020-12-25,-0.4767
329,2020-07-08 21:30:34+00:00,"hospital is full, very sad.",47115,False,person,2020-07-08,-0.5256
331,2020-10-14 19:26:22+00:00,wearing masks is important,01019,False,person,2020-10-14,0.2023
332,2020-05-15 10:05:41+00:00,wearing masks is important,56033,False,person,2020-05-15,0.2023
334,2020-11-23 04:47:33+00:00,this pandemic will never end,37175,False,person,2020-11-23,0.0
336,2020-07-25 21:28:17+00:00,"hospital is full, very sad.",53015,False,person,2020-07-25,-0.5256
338,2020-04-06 04:55:23+00:00,i hate lockdown,36035,False,person,2020-04-06,-0.5719
339,2020-12-05 18:01:35+00:00,"hospital is full, very sad.",36035,False,person,2020-12-05,-0.5256
343,2020-05-26 18:19:02+00:00,finally recovered from covid,29165,False,person,2020-05-26,0.0
348,2020-03-29 16:02:50+00:00,finally recovered from covid,51830,False,person,2020-03-29,0.0
350,2020-05-03 02:10:28+00:00,finally recovered from covid,39111,False,person,2020-05-03,0.0
351,2020-04-03 22:20:02+00:00,covid is getting worse here,18015,False,person,2020-04-03,-0.4767
357,2020-03-24 03:52:31+00:00,covid is getting worse here,39127,False,person,2020-03-24,-0.4767
360,2020-04-25 12:31:19+00:00,this pandemic will never end,38099,False,person,2020-04-25,0.0
361,2020-09-13 19:46:59+00:00,vaccine is working well,01049,False,person,2020-09-13,0.2732
362,2020-07-20 21:40:13+00:00,wearing masks is important,51161,False,person,2020-07-20,0.2023
363,2020-08-14 04:57:41+00:00,i hate lockdown,04003,False,person,2020-08-14,-0.5719
365,2020-12-04 04:05:08+00:00,"hospital is full, very sad.",29095,False,person,2020-12-04,-0.5256
367,2020-07-03 19:17:04+00:00,vaccine is working well,09001,False,person,2020-07-03,0.2732
368,2020-04-20 23:30:42+00:00,covid is getting worse here,32015,False,person,2020-04-20,-0.4767
372,2020-07-16 13:08:10+00:00,covid is getting worse here,08033,False,person,2020-07-16,-0.4767
373,2020-09-27 00:39:18+00:00,"cases are dropping, great news!",08099,False,person,2020-09-27,0.6588
376,2020-04-16 09:35:25+00:00,i hate lockdown,29121,False,person,2020-04-16,-0.5719
379,2020-04-11 15:15:25+00:00,finally recovered from covid,08033,False,person,2020-04-11,0.0
380,2020-10-31 01:11:42+00:00,wearing masks is important,31047,False,person,2020-10-31,0.2023
381,2020-05-25 09:04:23+00:00,"hospital is full, very sad.",48053,False,person,2020-05-25,-0.5256
386,2020-09-25 05:17:16+00:00,i hate lockdown,01121,False,person,2020-09-25,-0.5719
390,2020-09-03 01:13:37+00:00,covid is getting worse here,20051,False,person,2020-09-03,-0.4767
392,2020-06-04 06:19:46+00:00,"hospital is full, very sad.",22121,False,person,2020-06-04,-0.5256
393,2020-05-18 20:57:38+00:00,"hospital is full, very sad.",48277,False,person,2020-05-18,-0.5256
397,2020-03-22 22:55:01+00:00,i hate lockdown,32001,False,person,2020-03-22,-0.5719
398,2020-09-11 23:02:03+00:00,"hospital is full, very sad.",16073,False,person,2020-09-11,-0.5256
403,2020-08-10 03:35:01+00:00,"hospital is full, very sad.",30105,False,person,2020-08-10,-0.5256
409,2020-07-30 01:20:11+00:00,"cases are dropping, great news!",13167,False,person,2020-07-30,0.6588
410,2020-05-15 15:17:24+00:00,"cases are dropping, great news!",48277,False,person,2020-05-15,0.6588
411,2020-03-14 02:12:49+00:00,i hate lockdown,22121,False,person,2020-03-14,-0.5719
419,2020-03-14 06:08:25+00:00,covid is getting worse here,48277,False,person,2020-03-14,-0.4767
428,2020-06-27 14:01:06+00:00,covid is getting worse here,39127,False,person,2020-06-27,-0.4767
429,2020-08-15 23:04:49+00:00,finally recovered from covid,20199,False,person,2020-08-15,0.0
432,2020-08-17 11:50:55+00:00,"cases are dropping, great news!",20169,False,person,2020-08-17,0.6588
437,2020-06-13 11:19:04+00:00,i hate lockdown,38081,False,person,2020-06-13,-0.5719
438,2020-08-23 16:12:56+00:00,wearing masks is important,20169,False,person,2020-08-23,0.2023
441,2020-08-16 06:35:30+00:00,"hospital is full, very sad.",72051,False,person,2020-08-16,-0.5256
442,2020-11-02 06:28:20+00:00,vaccine is working well,38099,False,person,2020-11-02,0.2732
443,2020-04-12 02:37:37+00:00,i hate lockdown,20049,False,person,2020-04-12,-0.5719
444,2020-12-03 03:49:32+00:00,covid is getting worse here,38099,False,person,2020-12-03,-0.4767
446,2020-09-03 05:13:49+00:00,wearing masks is important,17093,False,person,2020-09-03,0.2023
451,2020-10-09 03:44:46+00:00,this pandemic will never end,40061,False,person,2020-10-09,0.0
461,2020-06-10 12:39:47+00:00,this pandemic will never end,19183,False,person,2020-06-10,0.0
462,2020-12-19 13:16:37+00:00,"cases are dropping, great news!",31171,False,person,2020-12-19,0.6588
463,2020-07-03 16:49:49+00:00,wearing masks is important,01093,False,person,2020-07-03,0.2023
465,2020-05-01 21:39:20+00:00,vaccine is working well,56019,False,person,2020-05-01,0.2732
466,2020-12-01 09:30:38+00:00,vaccine is working well,20169,False,person,2020-12-01,0.2732
467,2020-12-11 13:06:36+00:00,"hospital is full, very sad.",38081,False,person,2020-12-11,-0.5256
468,2020-09-22 22:34:44+00:00,this pandemic will never end,29139,False,person,2020-09-22,0.0
470,2020-11-20 03:05:12+00:00,covid is getting worse here,50015,False,person,2020-11-20,-0.4767
471,2020-12-06 07:30:02+00:00,i hate lockdown,09001,False,person,2020-12-06,-0.5719
473,2020-11-10 21:22:57+00:00,this pandemic will never end,37127,False,person,2020-11-10,0.0
474,2020-11-23 19:36:20+00:00,wearing masks is important,28051,False,person,2020-11-23,0.2023
476,2020-09-14 17:11:43+00:00,this pandemic will never end,20049,False,person,2020-09-14,0.0
479,2020-06-09 20:29:08+00:00,wearing masks is important,18015,False,person,2020-06-09,0.2023
483,2020-06-01 09:46:48+00:00,"cases are dropping, great news!",38081,False,person,2020-06-01,0.6588
484,2020-08-29 19:33:15+00:00,covid is getting worse here,32015,False,person,2020-08-29,-0.4767
485,2020-05-21 19:59:25+00:00,vaccine is working well,20199,False,person,2020-05-21,0.2732
487,2020-12-22 22:06:24+00:00,"cases are dropping, great news!",51183,False,person,2020-12-22,0.6588
488,2020-09-13 19:19:50+00:00,this pandemic will never end,39111,False,person,2020-09-13,0.0
489,2020-05-14 08:00:35+00:00,covid is getting worse here,47115,False,person,2020-05-14,-0.4767
490,2020-11-12 06:53:14+00:00,wearing masks is important,08033,False,person,2020-11-12,0.2023
492,2020-09-08 12:05:57+00:00,covid is getting worse here,29121,False,person,2020-09-08,-0.4767
496,2020-12-30 19:02:14+00:00,vaccine is working well,20131,False,person,2020-12-30,0.2732
502,2020-09-09 10:01:53+00:00,vaccine is working well,21205,False,person,2020-09-09,0.2732
504,2020-09-20 21:29:28+00:00,"cases are dropping, great news!",09001,False,person,2020-09-20,0.6588
505,2020-04-25 11:40:18+00:00,"hospital is full, very sad.",17109,False,person,2020-04-25,-0.5256
506,2020-11-08 02:07:26+00:00,wearing masks is important,56019,False,person,2020-11-08,0.2023
512,2020-12-29 05:07:27+00:00,"hospital is full, very sad.",21183,False,person,2020-12-29,-0.5256
513,2020-04-22 13:10:21+00:00,"cases are dropping, great news!",19151,False,person,2020-04-22,0.6588
517,2020-10-29 20:05:20+00:00,"hospital is full, very sad.",29165,False,person,2020-10-29,-0.5256
520,2020-10-07 23:32:04+00:00,i hate lockdown,32001,False,person,2020-10-07,-0.5719
524,2020-09-19 03:37:40+00:00,"hospital is full, very sad.",20015,False,person,2020-09-19,-0.5256
525,2020-06-19 07:47:04+00:00,wearing masks is important,45045,False,person,2020-06-19,0.2023
527,2020-03-12 05:26:30+00:00,this pandemic will never end,45045,False,person,2020-03-12,0.0
528,2020-04-06 21:58:25+00:00,"cases are dropping, great news!",40023,False,person,2020-04-06,0.6588
529,2020-08-10 17:51:12+00:00,finally recovered from covid,38099,False,person,2020-08-10,0.0
532,2020-04-07 14:04:51+00:00,"hospital is full, very sad.",20169,False,person,2020-04-07,-0.5256
535,2020-04-11 09:56:17+00:00,wearing masks is important,48347,False,person,2020-04-11,0.2023
536,2020-06-08 23:05:38+00:00,"hospital is full, very sad.",50015,False,person,2020-06-08,-0.5256
540,2020-06-08 04:19:24+00:00,wearing masks is important,39127,False,person,2020-06-08,0.2023
543,2020-11-08 20:01:59+00:00,"hospital is full, very sad.",02070,False,person,2020-11-08,-0.5256
544,2020-09-24 12:27:46+00:00,wearing masks is important,47017,False,person,2020-09-24,0.2023
547,2020-08-09 23:09:23+00:00,wearing masks is important,56045,False,person,2020-08-09,0.2023
548,2020-10-25 10:46:27+00:00,i hate lockdown,08093,False,person,2020-10-25,-0.5719
550,2020-09-20 21:09:38+00:00,covid is getting worse here,39111,False,person,2020-09-20,-0.4767
551,2020-04-10 15:57:24+00:00,this pandemic will never end,20169,False,person,2020-04-10,0.0
553,2020-09-29 09:32:58+00:00,wearing masks is important,48277,False,person,2020-09-29,0.2023
556,2020-03-20 07:25:15+00:00,vaccine is working well,08019,False,person,2020-03-20,0.2732
559,2020-08-05 09:23:17+00:00,"cases are dropping, great news!",21205,False,person,2020-08-05,0.6588
561,2020-12-03 23:34:17+00:00,wearing masks is important,20117,False,person,2020-12-03,0.2023
563,2020-07-03 17:39:55+00:00,covid is getting worse here,38009,False,person,2020-07-03,-0.4767
564,2020-11-13 00:07:31+00:00,vaccine is working well,50015,False,person,2020-11-13,0.2732
565,2020-04-13 21:16:33+00:00,"hospital is full, very sad.",35005,False,person,2020-04-13,-0.5256
567,2020-10-25 15:44:58+00:00,"hospital is full, very sad.",72051,False,person,2020-10-25,-0.5256
570,2020-03-11 01:34:15+00:00,finally recovered from covid,08093,False,person,2020-03-11,0.0
572,2020-05-08 22:26:49+00:00,wearing masks is important,48277,False,person,2020-05-08,0.2023
574,2020-05-20 21:06:19+00:00,"hospital is full, very sad.",01093,False,person,2020-05-20,-0.5256
575,2020-11-14 14:44:12+00:00,finally recovered from covid,37059,False,person,2020-11-14,0.0
580,2020-07-18 16:50:06+00:00,finally recovered from covid,17101,False,person,2020-07-18,0.0
581,2020-07-22 22:59:44+00:00,"cases are dropping, great news!",16073,False,person,2020-07-22,0.6588
582,2020-04-29 17:45:03+00:00,"cases are dropping, great news!",55067,False,person,2020-04-29,0.6588
583,2020-12-05 23:24:39+00:00,wearing masks is important,41065,False,person,2020-12-05,0.2023
584,2020-03-25 10:55:38+00:00,this pandemic will never end,30105,False,person,2020-03-25,0.0
586,2020-06-12 12:30:41+00:00,"hospital is full, very sad.",19151,False,person,2020-06-12,-0.5256
588,2020-03-25 17:46:40+00:00,wearing masks is important,29121,False,person,2020-03-25,0.2023
589,2020-06-15 06:24:26+00:00,"cases are dropping, great news!",13167,False,person,2020-06-15,0.6588
590,2020-06-11 00:42:04+00:00,covid is getting worse here,48001,False,person,2020-06-11,-0.4767
591,2020-03-08 02:53:47+00:00,this pandemic will never end,35005,False,person,2020-03-08,0.0
593,2020-04-20 17:44:45+00:00,this pandemic will never end,35005,False,person,2020-04-20,0.0
594,2020-04-10 11:14:16+00:00,covid is getting worse here,20169,False,person,2020-04-10,-0.4767
612,2020-07-05 16:08:23+00:00,vaccine is working well,08099,False,person,2020-07-05,0.2732
617,2020-04-14 19:08:51+00:00,this pandemic will never end,19183,False,person,2020-04-14,0.0
625,2020-11-15 19:15:37+00:00,this pandemic will never end,20169,False,person,2020-11-15,0.0
626,2020-05-04 00:18:27+00:00,i hate lockdown,40023,False,person,2020-05-04,-0.5719
627,2020-06-14 04:16:04+00:00,"cases are dropping, great news!",39127,False,person,2020-06-14,0.6588
629,2020-09-03 05:21:56+00:00,vaccine is working well,26001,False,person,2020-09-03,0.2732
632,2020-07-22 09:49:32+00:00,finally recovered from covid,32001,False,person,2020-07-22,0.0
636,2020-03-25 02:53:24+00:00,i hate lockdown,32015,False,person,2020-03-25,-0.5719
637,2020-05-10 21:00:41+00:00,finally recovered from covid,18015,False,person,2020-05-10,0.0
640,2020-03-11 11:09:16+00:00,vaccine is working well,51161,False,person,2020-03-11,0.2732
642,2020-04-21 05:33:12+00:00,covid is getting worse here,18015,False,person,2020-04-21,-0.4767
645,2020-05-21 23:57:54+00:00,wearing masks is important,40023,False,person,2020-05-21,0.2023
646,2020-07-27 22:17:31+00:00,"hospital is full, very sad.",47017,False,person,2020-07-27,-0.5256
648,2020-11-17 02:49:22+00:00,this pandemic will never end,20117,False,person,2020-11-17,0.0
649,2020-03-14 14:36:55+00:00,i hate lockdown,45057,False,person,2020-03-14,-0.5719
650,2020-09-20 20:35:55+00:00,finally recovered from covid,51167,False,person,2020-09-20,0.0
651,2020-04-14 00:10:46+00:00,covid is getting worse here,38081,False,person,2020-04-14,-0.4767
652,2020-09-24 16:48:23+00:00,vaccine is working well,45045,False,person,2020-09-24,0.2732
656,2020-06-02 09:42:15+00:00,vaccine is working well,40061,False,person,2020-06-02,0.2732
660,2020-09-16 04:04:55+00:00,i hate lockdown,22089,False,person,2020-09-16,-0.5719
665,2020-07-02 02:42:20+00:00,this pandemic will never end,38099,False,person,2020-07-02,0.0
669,2020-04-04 16:55:44+00:00,"hospital is full, very sad.",28051,False,person,2020-04-04,-0.5256
675,2020-06-03 03:01:20+00:00,wearing masks is important,41065,False,person,2020-06-03,0.2023
678,2020-12-09 12:36:47+00:00,i hate lockdown,09001,False,person,2020-12-09,-0.5719
684,2020-05-27 14:26:44+00:00,this pandemic will never end,41065,False,person,2020-05-27,0.0
687,2020-11-21 01:39:43+00:00,i hate lockdown,16073,False,person,2020-11-21,-0.5719
688,2020-11-26 12:31:46+00:00,vaccine is working well,48319,False,person,2020-11-26,0.2732
695,2020-11-06 17:36:12+00:00,"hospital is full, very sad.",20015,False,person,2020-11-06,-0.5256
696,2020-03-14 09:31:52+00:00,vaccine is working well,38081,False,person,2020-03-14,0.2732
697,2020-03-06 02:44:13+00:00,covid is getting worse here,18015,False,person,2020-03-06,-0.4767
698,2020-11-29 09:33:13+00:00,wearing masks is important,37015,False,person,2020-11-29,0.2023
700,2020-03-06 16:56:29+00:00,wearing masks is important,27093,False,person,2020-03-06,0.2023
702,2020-08-31 19:06:22+00:00,vaccine is working well,04003,False,person,2020-08-31,0.2732
705,2020-05-01 22:47:59+00:00,i hate lockdown,32015,False,person,2020-05-01,-0.5719
708,2020-08-16 18:46:35+00:00,i hate lockdown,37127,False,person,2020-08-16,-0.5719
709,2020-04-02 07:40:01+00:00,finally recovered from covid,08019,False,person,2020-04-02,0.0
710,2020-05-02 07:32:53+00:00,i hate lockdown,37177,False,person,2020-05-02,-0.5719
711,2020-09-13 01:00:16+00:00,vaccine is working well,51181,False,person,2020-09-13,0.2732
719,2020-10-13 13:20:55+00:00,"hospital is full, very sad.",20131,False,person,2020-10-13,-0.5256
720,2020-09-14 14:48:50+00:00,"hospital is full, very sad.",56045,False,person,2020-09-14,-0.5256
722,2020-11-19 16:11:09+00:00,covid is getting worse here,56019,False,person,2020-11-19,-0.4767
723,2020-10-04 04:28:23+00:00,wearing masks is important,31171,False,person,2020-10-04,0.2023
729,2020-05-26 22:28:15+00:00,covid is getting worse here,51181,False,person,2020-05-26,-0.4767
736,2020-03-03 08:14:40+00:00,"hospital is full, very sad.",51161,False,person,2020-03-03,-0.5256
738,2020-08-12 11:05:11+00:00,covid is getting worse here,20199,False,person,2020-08-12,-0.4767
739,2020-12-01 09:12:15+00:00,vaccine is working well,48001,False,person,2020-12-01,0.2732
740,2020-06-10 05:29:08+00:00,i hate lockdown,42085,False,person,2020-06-10,-0.5719
741,2020-08-22 16:21:55+00:00,covid is getting worse here,27093,False,person,2020-08-22,-0.4767
742,2020-07-24 09:36:51+00:00,covid is getting worse here,47065,False,person,2020-07-24,-0.4767
743,2020-03-25 00:40:02+00:00,i hate lockdown,47065,False,person,2020-03-25,-0.5719
753,2020-10-25 22:33:23+00:00,finally recovered from covid,28051,False,person,2020-10-25,0.0
757,2020-06-28 17:59:37+00:00,"cases are dropping, great news!",48053,False,person,2020-06-28,0.6588
760,2020-09-19 15:59:37+00:00,vaccine is working well,19183,False,person,2020-09-19,0.2732
761,2020-08-02 02:48:52+00:00,vaccine is working well,17109,False,person,2020-08-02,0.2732
