countyFIPS,County Name,State,StateFIPS,date,cumulative_cases,daily_cases,population,cases_per_100k,cases_per_100k_7day_avg
01059,County 01059,State,1,2020-04-08,823,0.0,690588,0.0,1.3446098521425633
01059,County 01059,State,1,2020-04-09,823,0.0,690588,0.0,1.1170604925492065
01059,County 01059,State,1,2020-04-10,823,0.0,690588,0.0,1.1170604925492065
01059,County 01059,State,1,2020-04-11,823,0.0,690588,0.0,1.1170604925492065
01059,County 01059,State,1,2020-04-12,823,0.0,690588,0.0,0.49647133002186955
01059,County 01059,State,1,2020-04-13,854,31.0,690588,4.488928275614404,0.6412754679449149
01059,County 01059,State,1,2020-04-14,854,0.0,690588,0.0,0.6412754679449149
01059,County 01059,State,1,2020-04-15,854,0.0,690588,0.0,0.6412754679449149
01059,County 01059,State,1,2020-04-16,904,50.0,690588,7.240206896152264,1.6755907388238096
01059,County 01059,State,1,2020-04-17,904,0.0,690588,0.0,1.6755907388238096
01059,County 01059,State,1,2020-04-18,904,0.0,690588,0.0,1.6755907388238096
01059,County 01059,State,1,2020-04-19,949,45.0,690588,6.5161862065370375,2.606474482614815
01059,County 01059,State,1,2020-04-20,949,0.0,690588,0.0,1.9651990146699003
01059,County 01059,State,1,2020-04-21,949,0.0,690588,0.0,1.9651990146699003
01059,County 01059,State,1,2020-04-22,982,33.0,690588,4.778536551460494,2.647847093449971
01059,County 01059,State,1,2020-04-23,1016,34.0,690588,4.92334068938354,2.3168662067687245
01059,County 01059,State,1,2020-04-24,1016,0.0,690588,0.0,2.3168662067687245
01059,County 01059,State,1,2020-04-25,1052,36.0,690588,5.21294896522963,3.061573201801529
01059,County 01059,State,1,2020-04-26,1083,31.0,690588,4.488928275614404,2.771964925955438
01059,County 01059,State,1,2020-04-27,1083,0.0,690588,0.0,2.771964925955438
01059,County 01059,State,1,2020-04-28,1083,0.0,690588,0.0,2.771964925955438
01059,County 01059,State,1,2020-04-29,1083,0.0,690588,0.0,2.089316847175368
01059,County 01059,State,1,2020-04-30,1083,0.0,690588,0.0,1.385982462977719
01059,County 01059,State,1,2020-05-01,1083,0.0,690588,0.0,1.385982462977719
01059,County 01059,State,1,2020-05-02,1083,0.0,690588,0.0,0.6412754679449149
01059,County 01059,State,1,2020-05-03,1083,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-04,1083,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-05,1083,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-06,1083,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-07,1083,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-08,1083,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-09,1083,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-10,1083,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-11,1126,43.0,690588,6.226577930690948,0.8895111329558497
01059,County 01059,State,1,2020-05-12,1126,0.0,690588,0.0,0.8895111329558497
01059,County 01059,State,1,2020-05-13,1126,0.0,690588,0.0,0.8895111329558497
01059,County 01059,State,1,2020-05-14,1126,0.0,690588,0.0,0.8895111329558497
01059,County 01059,State,1,2020-05-15,1126,0.0,690588,0.0,0.8895111329558497
01059,County 01059,State,1,2020-05-16,1126,0.0,690588,0.0,0.8895111329558497
01059,County 01059,State,1,2020-05-17,1126,0.0,690588,0.0,0.8895111329558497
01059,County 01059,State,1,2020-05-18,1126,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-19,1126,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-20,1126,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-21,1126,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-22,1126,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-05-23,1173,47.0,690588,6.805794482383129,0.9722563546261612
01059,County 01059,State,1,2020-05-24,1191,18.0,690588,2.606474482614815,1.3446098521425633
01059,County 01059,State,1,2020-05-25,1191,0.0,690588,0.0,1.3446098521425633
01059,County 01059,State,1,2020-05-26,1216,25.0,690588,3.620103448076132,1.8617674875820107
01059,County 01059,State,1,2020-05-27,1216,0.0,690588,0.0,1.8617674875820107
01059,County 01059,State,1,2020-05-28,1216,0.0,690588,0.0,1.8617674875820107
01059,County 01059,State,1,2020-05-29,1216,0.0,690588,0.0,1.8617674875820107
01059,County 01059,State,1,2020-05-30,1216,0.0,690588,0.0,0.8895111329558496
01059,County 01059,State,1,2020-05-31,1261,45.0,690588,6.5161862065370375,1.4480413792304527
01059,County 01059,State,1,2020-06-01,1278,17.0,690588,2.46167034469177,1.7997085713292773
01059,County 01059,State,1,2020-06-02,1278,0.0,690588,0.0,1.2825509358898297
01059,County 01059,State,1,2020-06-03,1319,41.0,690588,5.936969654844857,2.130689458010523
01059,County 01059,State,1,2020-06-04,1356,37.0,690588,5.3577531031526755,2.8960827584609055
01059,County 01059,State,1,2020-06-05,1356,0.0,690588,0.0,2.8960827584609055
01059,County 01059,State,1,2020-06-06,1405,49.0,690588,7.095402758229219,3.9097117239222223
01059,County 01059,State,1,2020-06-07,1405,0.0,690588,0.0,2.9788279801312174
01059,County 01059,State,1,2020-06-08,1405,0.0,690588,0.0,2.6271607880323926
01059,County 01059,State,1,2020-06-09,1405,0.0,690588,0.0,2.6271607880323926
01059,County 01059,State,1,2020-06-10,1405,0.0,690588,0.0,1.7790222659116992
01059,County 01059,State,1,2020-06-11,1405,0.0,690588,0.0,1.013628965461317
01059,County 01059,State,1,2020-06-12,1405,0.0,690588,0.0,1.013628965461317
01059,County 01059,State,1,2020-06-13,1405,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-06-14,1443,38.0,690588,5.502557241075721,0.7860796058679601
01059,County 01059,State,1,2020-06-15,1443,0.0,690588,0.0,0.7860796058679601
01059,County 01059,State,1,2020-06-16,1443,0.0,690588,0.0,0.7860796058679601
01059,County 01059,State,1,2020-06-17,1443,0.0,690588,0.0,0.7860796058679601
01059,County 01059,State,1,2020-06-18,1443,0.0,690588,0.0,0.7860796058679601
01059,County 01059,State,1,2020-06-19,1443,0.0,690588,0.0,0.7860796058679601
01059,County 01059,State,1,2020-06-20,1443,0.0,690588,0.0,0.7860796058679601
01059,County 01059,State,1,2020-06-21,1443,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-06-22,1455,12.0,690588,1.7376496550765435,0.24823566501093478
01059,County 01059,State,1,2020-06-23,1455,0.0,690588,0.0,0.24823566501093478
01059,County 01059,State,1,2020-06-24,1455,0.0,690588,0.0,0.24823566501093478
01059,County 01059,State,1,2020-06-25,1455,0.0,690588,0.0,0.24823566501093478
01059,County 01059,State,1,2020-06-26,1485,30.0,690588,4.344124137691359,0.8688248275382717
01059,County 01059,State,1,2020-06-27,1486,1.0,690588,0.14480413792304528,0.8895111329558496
01059,County 01059,State,1,2020-06-28,1486,0.0,690588,0.0,0.8895111329558496
01059,County 01059,State,1,2020-06-29,1486,0.0,690588,0.0,0.6412754679449149
01059,County 01059,State,1,2020-06-30,1486,0.0,690588,0.0,0.6412754679449149
01059,County 01059,State,1,2020-07-01,1501,15.0,690588,2.1720620688456793,0.9515700492085833
01059,County 01059,State,1,2020-07-02,1504,3.0,690588,0.43441241376913586,1.013628965461317
01059,County 01059,State,1,2020-07-03,1504,0.0,690588,0.0,0.39303980293398005
01059,County 01059,State,1,2020-07-04,1504,0.0,690588,0.0,0.3723534975164022
01059,County 01059,State,1,2020-07-05,1504,0.0,690588,0.0,0.3723534975164022
01059,County 01059,State,1,2020-07-06,1504,0.0,690588,0.0,0.3723534975164022
01059,County 01059,State,1,2020-07-07,1504,0.0,690588,0.0,0.3723534975164022
01059,County 01059,State,1,2020-07-08,1537,33.0,690588,4.778536551460494,0.7447069950328044
01059,County 01059,State,1,2020-07-09,1537,0.0,690588,0.0,0.6826480787800706
01059,County 01059,State,1,2020-07-10,1537,0.0,690588,0.0,0.6826480787800706
01059,County 01059,State,1,2020-07-11,1537,0.0,690588,0.0,0.6826480787800706
01059,County 01059,State,1,2020-07-12,1537,0.0,690588,0.0,0.6826480787800706
01059,County 01059,State,1,2020-07-13,1537,0.0,690588,0.0,0.6826480787800706
01059,County 01059,State,1,2020-07-14,1537,0.0,690588,0.0,0.6826480787800706
01059,County 01059,State,1,2020-07-15,1537,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-07-16,1583,46.0,690588,6.660990344460083,0.9515700492085832
01059,County 01059,State,1,2020-07-17,1583,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-07-18,1583,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-07-19,1583,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-07-20,1583,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-07-21,1583,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-07-22,1583,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-07-23,1618,35.0,690588,5.068144827306585,0.7240206896152265
01059,County 01059,State,1,2020-07-24,1630,12.0,690588,1.7376496550765435,0.9722563546261612
01059,County 01059,State,1,2020-07-25,1630,0.0,690588,0.0,0.9722563546261612
01059,County 01059,State,1,2020-07-26,1630,0.0,690588,0.0,0.9722563546261612
01059,County 01059,State,1,2020-07-27,1630,0.0,690588,0.0,0.9722563546261612
01059,County 01059,State,1,2020-07-28,1630,0.0,690588,0.0,0.9722563546261612
01059,County 01059,State,1,2020-07-29,1630,0.0,690588,0.0,0.9722563546261612
01059,County 01059,State,1,2020-07-30,1646,16.0,690588,2.3168662067687245,0.5792165516921811
01059,County 01059,State,1,2020-07-31,1646,0.0,690588,0.0,0.33098088668124637
01059,County 01059,State,1,2020-08-01,1646,0.0,690588,0.0,0.33098088668124637
01059,County 01059,State,1,2020-08-02,1646,0.0,690588,0.0,0.33098088668124637
01059,County 01059,State,1,2020-08-03,1646,0.0,690588,0.0,0.33098088668124637
01059,County 01059,State,1,2020-08-04,1676,30.0,690588,4.344124137691359,0.9515700492085833
01059,County 01059,State,1,2020-08-05,1676,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-08-06,1676,0.0,690588,0.0,0.6205891625273369
01059,County 01059,State,1,2020-08-07,1683,7.0,690588,1.013628965461317,0.7653933004503821
01059,County 01059,State,1,2020-08-08,1683,0.0,690588,0.0,0.7653933004503821
01059,County 01059,State,1,2020-08-09,1683,0.0,690588,0.0,0.7653933004503821
01059,County 01059,State,1,2020-08-10,1689,6.0,690588,0.8688248275382717,0.8895111329558495
01059,County 01059,State,1,2020-08-11,1689,0.0,690588,0.0,0.2689219704285127
01059,County 01059,State,1,2020-08-12,1711,22.0,690588,3.185691034306996,0.7240206896152265
01059,County 01059,State,1,2020-08-13,1711,0.0,690588,0.0,0.7240206896152264
01059,County 01059,State,1,2020-08-14,1711,0.0,690588,0.0,0.5792165516921811
01059,County 01059,State,1,2020-08-15,1711,0.0,690588,0.0,0.5792165516921811
01059,County 01059,State,1,2020-08-16,1738,27.0,690588,3.9097117239222223,1.1377467979667844
01059,County 01059,State,1,2020-08-17,1738,0.0,690588,0.0,1.0136289654613169
01059,County 01059,State,1,2020-08-18,1738,0.0,690588,0.0,1.0136289654613169
01059,County 01059,State,1,2020-08-19,1784,46.0,690588,6.660990344460083,1.5101002954831864
01059,County 01059,State,1,2020-08-20,1784,0.0,690588,0.0,1.5101002954831864
01059,County 01059,State,1,2020-08-21,1784,0.0,690588,0.0,1.5101002954831864
01059,County 01059,State,1,2020-08-22,1784,0.0,690588,0.0,1.5101002954831864
01059,County 01059,State,1,2020-08-23,1784,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-08-24,1784,0.0,690588,0.0,0.9515700492085832
01059,County 01059,State,1,2020-08-25,1812,28.0,690588,4.054515861845268,1.5307866009007645
01059,County 01059,State,1,2020-08-26,1812,0.0,690588,0.0,0.5792165516921812
01059,County 01059,State,1,2020-08-27,1813,1.0,690588,0.14480413792304528,0.5999028571097591
01059,County 01059,State,1,2020-08-28,1813,0.0,690588,0.0,0.5999028571097591
01059,County 01059,State,1,2020-08-29,1813,0.0,690588,0.0,0.5999028571097591
01059,County 01059,State,1,2020-08-30,1813,0.0,690588,0.0,0.5999028571097591
01059,County 01059,State,1,2020-08-31,1819,6.0,690588,0.8688248275382717,0.7240206896152265
01059,County 01059,State,1,2020-09-01,1830,11.0,690588,1.592845517153498,0.3723534975164022
01059,County 01059,State,1,2020-09-02,1830,0.0,690588,0.0,0.3723534975164022
01059,County 01059,State,1,2020-09-03,1830,0.0,690588,0.0,0.3516671920988243
01059,County 01059,State,1,2020-09-04,1830,0.0,690588,0.0,0.3516671920988243
01059,County 01059,State,1,2020-09-05,1847,17.0,690588,2.46167034469177,0.7033343841976486
01059,County 01059,State,1,2020-09-06,1847,0.0,690588,0.0,0.7033343841976486
01059,County 01059,State,1,2020-09-07,1847,0.0,690588,0.0,0.5792165516921812
01059,County 01059,State,1,2020-09-08,1857,10.0,690588,1.448041379230453,0.5585302462746033
01059,County 01059,State,1,2020-09-09,1859,2.0,690588,0.28960827584609056,0.5999028571097591
01059,County 01059,State,1,2020-09-10,1859,0.0,690588,0.0,0.5999028571097591
01059,County 01059,State,1,2020-09-11,1873,14.0,690588,2.027257930922634,0.8895111329558496
01059,County 01059,State,1,2020-09-12,1897,24.0,690588,3.475299310153087,1.034315270878895
01059,County 01059,State,1,2020-09-13,1897,0.0,690588,0.0,1.034315270878895
01059,County 01059,State,1,2020-09-14,1897,0.0,690588,0.0,1.034315270878895
01059,County 01059,State,1,2020-09-15,1905,8.0,690588,1.1584331033843622,0.9929426600437391
01059,County 01059,State,1,2020-09-16,1910,5.0,690588,0.7240206896152265,1.0550015762964728
01059,County 01059,State,1,2020-09-17,1910,0.0,690588,0.0,1.0550015762964728
01059,County 01059,State,1,2020-09-18,1910,0.0,690588,0.0,0.7653933004503823
01059,County 01059,State,1,2020-09-19,1910,0.0,690588,0.0,0.2689219704285127
01059,County 01059,State,1,2020-09-20,1910,0.0,690588,0.0,0.2689219704285127
01059,County 01059,State,1,2020-09-21,1949,39.0,690588,5.647361378998766,1.0756878817140507
01059,County 01059,State,1,2020-09-22,1967,18.0,690588,2.606474482614815,1.2825509358898297
01059,County 01059,State,1,2020-09-23,1967,0.0,690588,0.0,1.17911940880194
01059,County 01059,State,1,2020-09-24,1967,0.0,690588,0.0,1.17911940880194
01059,County 01059,State,1,2020-09-25,1967,0.0,690588,0.0,1.17911940880194
01059,County 01059,State,1,2020-09-26,1967,0.0,690588,0.0,1.17911940880194
01059,County 01059,State,1,2020-09-27,1967,0.0,690588,0.0,1.17911940880194
01059,County 01059,State,1,2020-09-28,1967,0.0,690588,0.0,0.3723534975164022
01059,County 01059,State,1,2020-09-29,2010,43.0,690588,6.226577930690948,0.8895111329558497
01059,County 01059,State,1,2020-09-30,2025,15.0,690588,2.1720620688456793,1.1998057142195182
01059,County 01059,State,1,2020-10-01,2058,33.0,690588,4.778536551460494,1.8824537929995888
01059,County 01059,State,1,2020-10-02,2058,0.0,690588,0.0,1.8824537929995888
01059,County 01059,State,1,2020-10-03,2058,0.0,690588,0.0,1.8824537929995888
01059,County 01059,State,1,2020-10-04,2058,0.0,690588,0.0,1.8824537929995888
01059,County 01059,State,1,2020-10-05,2105,47.0,690588,6.805794482383129,2.8547101476257497
01059,County 01059,State,1,2020-10-06,2111,6.0,690588,0.8688248275382717,2.089316847175368
01059,County 01059,State,1,2020-10-07,2131,20.0,690588,2.896082758460906,2.192748374263257
01059,County 01059,State,1,2020-10-08,2131,0.0,690588,0.0,1.5101002954831866
01059,County 01059,State,1,2020-10-09,2131,0.0,690588,0.0,1.5101002954831866
01059,County 01059,State,1,2020-10-10,2131,0.0,690588,0.0,1.5101002954831866
01059,County 01059,State,1,2020-10-11,2131,0.0,690588,0.0,1.5101002954831866
01059,County 01059,State,1,2020-10-12,2131,0.0,690588,0.0,0.5378439408570254
01059,County 01059,State,1,2020-10-13,2131,0.0,690588,0.0,0.413726108351558
01059,County 01059,State,1,2020-10-14,2149,18.0,690588,2.606474482614815,0.3723534975164022
01059,County 01059,State,1,2020-10-15,2149,0.0,690588,0.0,0.3723534975164022
01059,County 01059,State,1,2020-10-16,2170,21.0,690588,3.040886896383951,0.8067659112855381
01059,County 01059,State,1,2020-10-17,2170,0.0,690588,0.0,0.8067659112855381
01059,County 01059,State,1,2020-10-18,2193,23.0,690588,3.3304951722300413,1.2825509358898297
01059,County 01059,State,1,2020-10-19,2193,0.0,690588,0.0,1.2825509358898297
01059,County 01059,State,1,2020-10-20,2201,8.0,690588,1.1584331033843622,1.448041379230453
01059,County 01059,State,1,2020-10-21,2201,0.0,690588,0.0,1.0756878817140507
01059,County 01059,State,1,2020-10-22,2217,16.0,690588,2.3168662067687245,1.4066687683952972
01059,County 01059,State,1,2020-10-23,2217,0.0,690588,0.0,0.9722563546261612
01059,County 01059,State,1,2020-10-24,2217,0.0,690588,0.0,0.9722563546261611
01059,County 01059,State,1,2020-10-25,2217,0.0,690588,0.0,0.49647133002186955
01059,County 01059,State,1,2020-10-26,2217,0.0,690588,0.0,0.49647133002186955
01059,County 01059,State,1,2020-10-27,2217,0.0,690588,0.0,0.3309808866812464
01059,County 01059,State,1,2020-10-28,2217,0.0,690588,0.0,0.3309808866812464
01059,County 01059,State,1,2020-10-29,2217,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-10-30,2257,40.0,690588,5.792165516921812,0.827452216703116
01059,County 01059,State,1,2020-10-31,2257,0.0,690588,0.0,0.827452216703116
01059,County 01059,State,1,2020-11-01,2281,24.0,690588,3.475299310153087,1.3239235467249857
01059,County 01059,State,1,2020-11-02,2281,0.0,690588,0.0,1.3239235467249857
01059,County 01059,State,1,2020-11-03,2317,36.0,690588,5.21294896522963,2.06863054175779
01059,County 01059,State,1,2020-11-04,2350,33.0,690588,4.778536551460494,2.7512786205378603
01059,County 01059,State,1,2020-11-05,2350,0.0,690588,0.0,2.7512786205378603
01059,County 01059,State,1,2020-11-06,2350,0.0,690588,0.0,1.9238264038347441
01059,County 01059,State,1,2020-11-07,2350,0.0,690588,0.0,1.9238264038347441
01059,County 01059,State,1,2020-11-08,2350,0.0,690588,0.0,1.4273550738128746
01059,County 01059,State,1,2020-11-09,2350,0.0,690588,0.0,1.4273550738128746
01059,County 01059,State,1,2020-11-10,2350,0.0,690588,0.0,0.6826480787800706
01059,County 01059,State,1,2020-11-11,2350,0.0,690588,0.0,0.0
01059,County 01059,State,1,2020-11-12,2367,17.0,690588,2.46167034469177,0.3516671920988243
01059,County 01059,State,1,2020-11-13,2413,46.0,690588,6.660990344460083,1.3032372413074076
01059,County 01059,State,1,2020-11-14,2460,47.0,690588,6.805794482383129,2.2754935959335687
01059,County 01059,State,1,2020-11-15,2460,0.0,690588,0.0,2.2754935959335687
01059,County 01059,State,1,2020-11-16,2479,19.0,690588,2.7512786205378603,2.668533398867549
01059,County 01059,State,1,2020-11-17,2479,0.0,690588,0.0,2.668533398867549
01059,County 01059,State,1,2020-11-18,2528,49.0,690588,7.095402758229219,3.682162364328866
01059,County 01059,State,1,2020-11-19,2528,0.0,690588,0.0,3.3304951722300413
01059,County 01059,State,1,2020-11-20,2550,22.0,690588,3.185691034306996,2.834023842208172
01059,County 01059,State,1,2020-11-21,2550,0.0,690588,0.0,1.8617674875820107
01059,County 01059,State,1,2020-11-22,2550,0.0,690588,0.0,1.8617674875820107
01059,County 01059,State,1,2020-11-23,2550,0.0,690588,0.0,1.4687276846480306
01059,County 01059,State,1,2020-11-24,2550,0.0,690588,0.0,1.4687276846480306
01059,County 01059,State,1,2020-11-25,2552,2.0,690588,0.28960827584609056,0.49647133002186955
01059,County 01059,State,1,2020-11-26,2552,0.0,690588,0.0,0.49647133002186955
01059,County 01059,State,1,2020-11-27,2552,0.0,690588,0.0,0.041372610835155796
01059,County 01059,State,1,2020-11-28,2552,0.0,690588,0.0,0.041372610835155796
01059,County 01059,State,1,2020-11-29,2590,38.0,690588,5.502557241075721,0.8274522167031159
01059,County 01059,State,1,2020-11-30,2636,46.0,690588,6.660990344460083,1.7790222659116992
01059,County 01059,State,1,2020-12-01,2636,0.0,690588,0.0,1.7790222659116992
01059,County 01059,State,1,2020-12-02,2686,50.0,690588,7.240206896152264,2.771964925955438
01059,County 01059,State,1,2020-12-03,2686,0.0,690588,0.0,2.771964925955438
01059,County 01059,State,1,2020-12-04,2686,0.0,690588,0.0,2.771964925955438
01059,County 01059,State,1,2020-12-05,2686,0.0,690588,0.0,2.771964925955438
01059,County 01059,State,1,2020-12-06,2686,0.0,690588,0.0,1.9858853200874782
01059,County 01059,State,1,2020-12-07,2686,0.0,690588,0.0,1.034315270878895
01059,County 01059,State,1,2020-12-08,2686,0.0,690588,0.0,1.034315270878895
01059,County 01059,State,1,2020-12-09,2722,36.0,690588,5.21294896522963,0.7447069950328044
01059,County 01059,State,1,2020-12-10,2722,0.0,690588,0.0,0.7447069950328044
01059,County 01059,State,1,2020-12-11,2722,0.0,690588,0.0,0.7447069950328044
01059,County 01059,State,1,2020-12-12,2722,0.0,690588,0.0,0.7447069950328044
01059,County 01059,State,1,2020-12-13,2722,0.0,690588,0.0,0.7447069950328044
01059,County 01059,State,1,2020-12-14,2722,0.0,690588,0.0,0.7447069950328044
01059,County 01059,State,1,2020-12-15,2722,0.0,690588,0.0,0.7447069950328044
01059,County 01059,State,1,2020-12-16,2729,7.0,690588,1.013628965461317,0.1448041379230453
01059,County 01059,State,1,2020-12-17,2767,38.0,690588,5.502557241075721,0.9308837437910054
01059,County 01059,State,1,2020-12-18,2767,0.0,690588,0.0,0.9308837437910054
01059,County 01059,State,1,2020-12-19,2767,0.0,690588,0.0,0.9308837437910054
01059,County 01059,State,1,2020-12-20,2767,0.0,690588,0.0,0.9308837437910054
01059,County 01059,State,1,2020-12-21,2767,0.0,690588,0.0,0.9308837437910054
01059,County 01059,State,1,2020-12-22,2767,0.0,690588,0.0,0.9308837437910054
01059,County 01059,State,1,2020-12-23,2767,0.0,690588,0.0,0.7860796058679601
01059,County 01059,State,1,2020-12-24,2806,39.0,690588,5.647361378998766,0.806765911285538
01059,County 01059,State,1,2020-12-25,2820,14.0,690588,2.027257930922634,1.0963741871316286
01059,County 01059,State,1,2020-12-26,2862,42.0,690588,6.081773792767902,1.9651990146699003
01059,County 01059,State,1,2020-12-27,2891,29.0,690588,4.1993199997683135,2.5651018717796594
01059,County 01059,State,1,2020-12-28,2929,38.0,690588,5.502557241075721,3.351181477647619
01059,County 01059,State,1,2020-12-29,2929,0.0,690588,0.0,3.351181477647619
01059,County 01059,State,1,2020-12-30,2963,34.0,690588,4.92334068938354,4.054515861845268
01059,County 01059,State,1,2020-12-31,2963,0.0,690588,0.0,3.24774995055973
02090,County 02090,State,2,2020-03-01,179,0.0,529887,0.0,0.0
02090,County 02090,State,2,2020-03-02,179,0.0,529887,0.0,0.0
02090,County 02090,State,2,2020-03-03,179,0.0,529887,0.0,0.0
02090,County 02090,State,2,2020-03-04,179,0.0,529887,0.0,0.0
02090,County 02090,State,2,2020-03-05,179,0.0,529887,0.0,0.0
02090,County 02090,State,2,2020-03-06,229,50.0,529887,9.435974085040773,1.5726623475067953
02090,County 02090,State,2,2020-03-07,267,38.0,529887,7.171340304630988,2.372473484238823
02090,County 02090,State,2,2020-03-08,267,0.0,529887,0.0,2.372473484238823
02090,County 02090,State,2,2020-03-09,267,0.0,529887,0.0,2.372473484238823
02090,County 02090,State,2,2020-03-10,310,43.0,529887,8.114937713135065,3.5317503004009754
02090,County 02090,State,2,2020-03-11,310,0.0,529887,0.0,3.5317503004009754
02090,County 02090,State,2,2020-03-12,330,20.0,529887,3.774389634016309,4.070948819546162
02090,County 02090,State,2,2020-03-13,330,0.0,529887,0.0,2.7229525216831942
02090,County 02090,State,2,2020-03-14,330,0.0,529887,0.0,1.6984753353073392
02090,County 02090,State,2,2020-03-15,370,40.0,529887,7.548779268032618,2.7768723735977128
02090,County 02090,State,2,2020-03-16,370,0.0,529887,0.0,2.7768723735977128
02090,County 02090,State,2,2020-03-17,372,2.0,529887,0.3774389634016309,1.6715154093500797
02090,County 02090,State,2,2020-03-18,372,0.0,529887,0.0,1.6715154093500797
02090,County 02090,State,2,2020-03-19,372,0.0,529887,0.0,1.1323168902048928
02090,County 02090,State,2,2020-03-20,372,0.0,529887,0.0,1.1323168902048928
02090,County 02090,State,2,2020-03-21,372,0.0,529887,0.0,1.1323168902048928
